
排名,名称,链接,星级,评分,评价人数
107,入殓师,https://movie.douban.com/subject/2149806/,4.5,8.9,467734
108,小森林 冬春篇,https://movie.douban.com/subject/25814707/,4.5,9.0,291854
109,唐伯虎点秋香,https://movie.douban.com/subject/1306249/,4.5,8.6,804324
110,爱在黎明破晓前,https://movie.douban.com/subject/1296339/,4.5,8.8,470741
111,消失的爱人,https://movie.douban.com/subject/21318488/,4.5,8.7,696204
112,一一,https://movie.douban.com/subject/1292434/,4.5,9.0,275434
113,超脱,https://movie.douban.com/subject/5322596/,4.5,8.9,366210
114,蝙蝠侠：黑暗骑士崛起,https://movie.douban.com/subject/3395373/,4.5,8.8,556397
115,菊次郎的夏天,https://movie.douban.com/subject/1293359/,4.5,8.8,434477
116,侧耳倾听,https://movie.douban.com/subject/1297052/,4.5,8.9,356824
117,倩女幽魂,https://movie.douban.com/subject/1297447/,4.5,8.7,565807
118,无人知晓,https://movie.douban.com/subject/1292337/,4.5,9.1,219363
119,超能陆战队,https://movie.douban.com/subject/11026735/,4.5,8.7,775127
120,功夫,https://movie.douban.com/subject/1291543/,4.5,8.6,764149
121,萤火之森,https://movie.douban.com/subject/5989818/,4.5,8.9,392875
122,甜蜜蜜,https://movie.douban.com/subject/1305164/,4.5,8.8,402940
123,借东西的小人阿莉埃蒂,https://movie.douban.com/subject/4202302/,4.5,8.8,422014
124,玛丽和马克思,https://movie.douban.com/subject/3072124/,4.5,8.9,351419
125,人生果实,https://movie.douban.com/subject/26874505/,5,9.5,118322
126,驯龙高手,https://movie.douban.com/subject/2353023/,4.5,8.7,593264
127,爱在日落黄昏时,https://movie.douban.com/subject/1291990/,4.5,8.8,395104
128,告白,https://movie.douban.com/subject/4268598/,4.5,8.7,563234
129,大鱼,https://movie.douban.com/subject/1291545/,4.5,8.8,450452
130,幸福终点站,https://movie.douban.com/subject/1292274/,4.5,8.8,422435
131,阳光姐妹淘,https://movie.douban.com/subject/4917726/,4.5,8.8,485710
132,完美的世界,https://movie.douban.com/subject/1300992/,4.5,9.1,208370
133,射雕英雄传之东成西就,https://movie.douban.com/subject/1316510/,4.5,8.7,505019
134,恐怖直播,https://movie.douban.com/subject/21360417/,4.5,8.8,498997
135,哈利·波特与阿兹卡班的囚徒,https://movie.douban.com/subject/1291544/,4.5,8.8,463110
136,天书奇谭,https://movie.douban.com/subject/1428581/,4.5,9.2,172760
137,怪兽电力公司,https://movie.douban.com/subject/1291579/,4.5,8.7,503791
138,神偷奶爸,https://movie.douban.com/subject/3287562/,4.5,8.6,758583
139,玩具总动员3,https://movie.douban.com/subject/1858711/,4.5,8.8,390073
140,傲慢与偏见,https://movie.douban.com/subject/1418200/,4.5,8.6,599380
141,时空恋旅人,https://movie.douban.com/subject/10577869/,4.5,8.8,438659
142,教父3,https://movie.douban.com/subject/1294240/,4.5,8.9,270510
143,血战钢锯岭,https://movie.douban.com/subject/26325320/,4.5,8.7,625169
144,釜山行,https://movie.douban.com/subject/25986180/,4.5,8.5,899621
145,哈利·波特与密室,https://movie.douban.com/subject/1296996/,4.5,8.7,485396
146,哪吒闹海,https://movie.douban.com/subject/1307315/,4.5,9.1,193539
147,被解救的姜戈,https://movie.douban.com/subject/6307447/,4.5,8.7,469410
148,风之谷,https://movie.douban.com/subject/1291585/,4.5,8.9,295673
149,喜宴,https://movie.douban.com/subject/1303037/,4.5,8.9,262158
150,七武士,https://movie.douban.com/subject/1295399/,4.5,9.3,147041
151,电锯惊魂,https://movie.douban.com/subject/1417598/,4.5,8.7,396218
152,一个叫欧维的男人决定去死,https://movie.douban.com/subject/26628357/,4.5,8.9,310637
153,我是山姆,https://movie.douban.com/subject/1306861/,4.5,8.9,239786
154,英雄本色,https://movie.douban.com/subject/1297574/,4.5,8.7,396176
155,上帝之城,https://movie.douban.com/subject/1292208/,4.5,9.0,243122
156,头号玩家,https://movie.douban.com/subject/4920389/,4.5,8.6,1088171
157,谍影重重3,https://movie.douban.com/subject/1578507/,4.5,8.8,333260
158,疯狂原始人,https://movie.douban.com/subject/1907966/,4.5,8.7,672344
159,岁月神偷,https://movie.douban.com/subject/3792799/,4.5,8.7,483766
160,纵横四海,https://movie.douban.com/subject/1295409/,4.5,8.8,316053
161,卢旺达饭店,https://movie.douban.com/subject/1291822/,4.5,8.9,235737
162,三块广告牌,https://movie.douban.com/subject/26611804/,4.5,8.7,647378
163,未麻的部屋,https://movie.douban.com/subject/1395091/,4.5,9.0,216070
164,达拉斯买家俱乐部,https://movie.douban.com/subject/1793929/,4.5,8.8,349862
165,花样年华,https://movie.douban.com/subject/1291557/,4.5,8.7,446115
166,心迷宫,https://movie.douban.com/subject/25917973/,4.5,8.7,382934
167,记忆碎片,https://movie.douban.com/subject/1304447/,4.5,8.6,482810
168,模仿游戏,https://movie.douban.com/subject/10463953/,4.5,8.7,473634
169,黑客帝国3：矩阵革命,https://movie.douban.com/subject/1302467/,4.5,8.8,329309
170,你的名字。,https://movie.douban.com/subject/26683290/,4,8.4,1072521
171,新世界,https://movie.douban.com/subject/10437779/,4.5,8.8,271713
172,荒蛮故事,https://movie.douban.com/subject/24750126/,4.5,8.8,329088
173,真爱至上,https://movie.douban.com/subject/1292401/,4.5,8.6,565998
174,忠犬八公物语,https://movie.douban.com/subject/1959195/,4.5,9.2,145533
175,爆裂鼓手,https://movie.douban.com/subject/25773932/,4.5,8.7,436305
176,萤火虫之墓,https://movie.douban.com/subject/1293318/,4.5,8.7,338980
177,贫民窟的百万富翁,https://movie.douban.com/subject/2209573/,4.5,8.6,601840
178,东邪西毒,https://movie.douban.com/subject/1292328/,4.5,8.6,465343
179,头脑特工队,https://movie.douban.com/subject/10533913/,4.5,8.7,450891
180,黑天鹅,https://movie.douban.com/subject/1978709/,4.5,8.6,664871
181,海街日记,https://movie.douban.com/subject/25895901/,4.5,8.8,314605
182,惊魂记,https://movie.douban.com/subject/1293181/,4.5,9.0,189850
183,你看起来好像很好吃,https://movie.douban.com/subject/4848115/,4.5,8.9,264983
184,无敌破坏王,https://movie.douban.com/subject/6534248/,4.5,8.7,412894
185,冰川时代,https://movie.douban.com/subject/1291578/,4.5,8.6,490198
186,雨人,https://movie.douban.com/subject/1291870/,4.5,8.7,326600
187,恋恋笔记本,https://movie.douban.com/subject/1309163/,4.5,8.5,513626
188,小偷家族,https://movie.douban.com/subject/27622447/,4.5,8.7,641924
189,绿里奇迹,https://movie.douban.com/subject/1300374/,4.5,8.9,226557
190,爱在午夜降临前,https://movie.douban.com/subject/10808442/,4.5,8.8,262816
191,疯狂的石头,https://movie.douban.com/subject/1862151/,4.5,8.5,624632
192,恐怖游轮,https://movie.douban.com/subject/3011051/,4.5,8.5,616996
193,二十二,https://movie.douban.com/subject/26430107/,4.5,8.7,229847
194,奇迹男孩,https://movie.douban.com/subject/26787574/,4.5,8.6,448168
195,雨中曲,https://movie.douban.com/subject/1293460/,4.5,9.0,160735
196,魔女宅急便,https://movie.douban.com/subject/1307811/,4.5,8.6,359388
197,海边的曼彻斯特,https://movie.douban.com/subject/25980443/,4.5,8.6,377477
198,房间,https://movie.douban.com/subject/25724855/,4.5,8.8,308277
199,虎口脱险,https://movie.douban.com/subject/1296909/,4.5,8.9,184372
200,哈利·波特与火焰杯,https://movie.douban.com/subject/1309055/,4.5,8.6,416525
201,人工智能,https://movie.douban.com/subject/1302827/,4.5,8.7,342245
202,罗生门,https://movie.douban.com/subject/1291879/,4.5,8.8,237532
203,可可西里,https://movie.douban.com/subject/1308857/,4.5,8.8,229861
204,终结者2：审判日,https://movie.douban.com/subject/1291844/,4.5,8.7,272920
205,2001太空漫游,https://movie.douban.com/subject/1292226/,4.5,8.8,224311
206,初恋这件小事,https://movie.douban.com/subject/4739952/,4,8.4,809910
207,城市之光,https://movie.douban.com/subject/1293908/,4.5,9.3,101665
208,色，戒,https://movie.douban.com/subject/1828115/,4.5,8.5,538903
209,九品芝麻官,https://movie.douban.com/subject/1297518/,4.5,8.5,447304
210,寄生虫,https://movie.douban.com/subject/27010768/,4.5,8.7,1057889
211,魂断蓝桥,https://movie.douban.com/subject/1293964/,4.5,8.8,216312
212,牯岭街少年杀人事件,https://movie.douban.com/subject/1292329/,4.5,8.8,201569
213,遗愿清单,https://movie.douban.com/subject/1867345/,4.5,8.7,302735
214,海洋,https://movie.douban.com/subject/3443389/,4.5,9.1,135570
215,新龙门客栈,https://movie.douban.com/subject/1292287/,4.5,8.6,344008
216,大佛普拉斯,https://movie.douban.com/subject/27059130/,4.5,8.7,308649
217,燃情岁月,https://movie.douban.com/subject/1295865/,4.5,8.8,229497
218,源代码,https://movie.douban.com/subject/3075287/,4.5,8.5,645818
219,青蛇,https://movie.douban.com/subject/1303394/,4.5,8.6,399926
220,无耻混蛋,https://movie.douban.com/subject/1438652/,4.5,8.6,375053
221,波西米亚狂想曲,https://movie.douban.com/subject/5300054/,4.5,8.7,448303
222,穿越时空的少女,https://movie.douban.com/subject/1937946/,4.5,8.6,312903
223,血钻,https://movie.douban.com/subject/1428175/,4.5,8.7,281285
224,疯狂的麦克斯4：狂暴之路,https://movie.douban.com/subject/3592854/,4.5,8.6,403063
225,步履不停,https://movie.douban.com/subject/2222996/,4.5,8.8,202890
226,阿飞正传,https://movie.douban.com/subject/1305690/,4.5,8.5,387614
227,谍影重重2,https://movie.douban.com/subject/1308767/,4.5,8.7,279817
228,完美陌生人,https://movie.douban.com/subject/26614893/,4.5,8.5,429963
229,地球上的星星,https://movie.douban.com/subject/2363506/,4.5,8.9,163009
230,战争之王,https://movie.douban.com/subject/1419936/,4.5,8.7,278250
231,彗星来的那一夜,https://movie.douban.com/subject/25807345/,4.5,8.5,399951
232,香水,https://movie.douban.com/subject/1760622/,4.5,8.5,446416
233,谍影重重,https://movie.douban.com/subject/1304102/,4.5,8.6,334215
234,朗读者,https://movie.douban.com/subject/2213597/,4.5,8.6,385910
235,东京物语,https://movie.douban.com/subject/1291568/,4.5,9.2,101313
236,猜火车,https://movie.douban.com/subject/1292528/,4.5,8.5,352525
237,再次出发之纽约遇见你,https://movie.douban.com/subject/6874403/,4.5,8.6,330752
238,千钧一发,https://movie.douban.com/subject/1300117/,4.5,8.8,198278
239,浪潮,https://movie.douban.com/subject/2297265/,4.5,8.7,216607
240,驴得水,https://movie.douban.com/subject/25921812/,4,8.3,720029
241,聚焦,https://movie.douban.com/subject/25954475/,4.5,8.8,223509
242,黑客帝国2：重装上阵,https://movie.douban.com/subject/1304141/,4.5,8.6,288570
243,我爱你,https://movie.douban.com/subject/5908478/,4.5,9.0,123100
244,小萝莉的猴神大叔,https://movie.douban.com/subject/26393561/,4,8.4,388532
245,追随,https://movie.douban.com/subject/1397546/,4.5,8.9,144374
246,东京教父,https://movie.douban.com/subject/1310177/,4.5,9.0,128982
247,无间道2,https://movie.douban.com/subject/1307106/,4.5,8.6,310906
248,黑鹰坠落,https://movie.douban.com/subject/1291824/,4.5,8.7,229808
249,一次别离,https://movie.douban.com/subject/5964718/,4.5,8.7,209412
250,网络谜踪,https://movie.douban.com/subject/27615441/,4.5,8.6,412217
